[?1034hType                                  Module                      Label             Process   
trigger::TriggerFilterObjectWithRefs   "hltEG18R9Id85HE10P1R9Id50b80eR9UnseededLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG18R9Id85HE10P5R9Id50b80eR9UnseededLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22CaloId24b40eHE10R9Id65ClusterShapeUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22EtFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22HEFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22Iso50T80LCaloId24b40eHE10R9Id65EcalIsoUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22Iso50T80LCaloId24b40eHE10R9Id65HcalIsoUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22Iso50T80LCaloId24b40eHE10R9Id65TrackIsoUnseededLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22L1sIsoEG20erTauJet20erEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id85HE10R9Id65R9IdUnseededLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id90HE10Iso40EBOnlyEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id90HE10Iso40EBOnlyHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id90HE10Iso40EBOnlyHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id90HE10Iso40EBOnlyR9Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id90HE10Iso40EBOnlyTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id90HE10IsoMEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id90HE10IsoMEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id90HE10IsoMHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id90HE10IsoMHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id90HE10IsoMR9Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG22R9Id90HE10IsoMTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG250erEtFilter"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG25EtFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG26CaloId24b40eHE10R9Id65Eta2ClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG26EtL1Seed2210EtEta2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG26HE10R9Id65HEEta2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG26Iso50T80LCaloId24b40eHE10R9Id65Eta2EcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG26Iso50T80LCaloId24b40eHE10R9Id65Eta2HcalIsoLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG26R9Id65R9IdEta2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG26R9Id85HE10R9Id65R9IdEta2LastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG26RId85ORCaloId24b40eIso50T80LANDHE10R9Id65Eta2LegCombLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG27EtL1IsoEG22erFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG28CaloId24b40eHE10P1R9Id50b80eClusterShapeUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG28CaloId24b40eHE10P5R9Id50b80eClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG28EtL1SingleIsoEG30erORL1SingleEg40ORL1DoubleEG2210ORL1DoubleEG1510ORL1DoubleEG2010IsoEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG28HE10P5R9Id50b80eHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG28Iso50T80LCaloId24b40eHE10P1R9Id50b80eEcalIsoUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG28Iso50T80LCaloId24b40eHE10P1R9Id50b80eHcalIsoUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG28Iso50T80LCaloId24b40eHE10P1R9Id50b80eTrackIsoUnseededLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG28Iso50T80LCaloId24b40eHE10P5R9Id50b80eEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG28Iso50T80LCaloId24b40eHE10P5R9Id50b80eHcalIsoLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG28R9Id50b80eR9IdFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG28R9Id85HE10P1R9Id50b80eR9IdUnseededLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG28R9Id85HE10P5R9Id50b80eR9IdLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG28RId85ORIso50T80LCaloId24b40eANDHE10P5R9Id50b80eLegCombLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG300erEtFilter"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30CaloId24b40eHE10P0R9Id50b80eClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30CaloIdLClusterShapeUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30EtFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30EtL1SingleEG40ORL1SingleEG35ORL1DoubleEG2210ORL1DoubleEG1510ORL1DoubleEG2010IsoEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30EtUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30HE10P0R9Id50b80eHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30HEFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30HEUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30Iso50T80LCaloId24b40eHE10P0R9Id50b80eEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30Iso50T80LCaloId24b40eHE10P0R9Id50b80eHcalIsoLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30R9Id50b80eR9IdFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30R9Id85HE10P0R9Id50b80eR9IdLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30R9Id90HE10IsoMEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30R9Id90HE10IsoMEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30R9Id90HE10IsoMHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30R9Id90HE10IsoMHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30R9Id90HE10IsoMR9Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30R9Id90HE10IsoMTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG30RId85ORIso50T80LCaloId24b40eANDHE10P0R9Id50b80eLegCombLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG32EtFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG33CaloIdLClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG33EtFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG33HEFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG34CaloId24b40eHE10P1R9Id50b80eClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG34EtL1SingleEG40ORL1SingleEG35ORL1DoubleEG1510ORL1DoubleEG2210EtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG34HE10P1R9Id50b80eHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG34Iso50T80LCaloId24b40eHE10P1R9Id50b80eEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG34Iso50T80LCaloId24b40eHE10P1R9Id50b80eHcalIsoLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG34R9Id50b80eR9IdFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG34R9Id85HE10P1R9Id50b80eR9IdLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG34RId85ORIso50T80LCaloId24b40eANDHE10P1R9Id50b80eLegCombLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG35EtFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36CaloId24b40eHE10P5R9Id50b80eClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36CaloId24b40eHE10R9Id65Eta2ClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36EtFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36EtL1Seed2210EtEta2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36EtL1SingleEG40ORL1SingleEG35ORL1DoubleEG2210ORL1DoubleEG1510EtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36HE10P5R9Id50b80eHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36HE10R9Id65HEEta2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36HEFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36Iso50T80LCaloId24b40eHE10P5R9Id50b80eEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36Iso50T80LCaloId24b40eHE10P5R9Id50b80eHcalIsoLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36Iso50T80LCaloId24b40eHE10R9Id65Eta2EcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36Iso50T80LCaloId24b40eHE10R9Id65Eta2HcalIsoLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id50b80eR9IdFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id65R9IdEta2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id85HE10P5R9Id50b80eR9IdLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id85HE10R9Id65R9IdEta2LastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10Iso40EBOnlyEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10Iso40EBOnlyEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10Iso40EBOnlyHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10Iso40EBOnlyHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10Iso40EBOnlyR9Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10Iso40EBOnlyTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10IsoMEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10IsoMEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10IsoMHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10IsoMHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10IsoMR9Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36R9Id90HE10IsoMTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36RId85ORCaloId24b40eIso50T80LANDHE10R9Id65Eta2LegCombLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG36RId85ORIso50T80LCaloId24b40eANDHE10P5R9Id50b80eLegCombLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG40EtFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG44CaloId24b40eHE10P1R9Id50b80eClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG44EtL1SingleEG40ORL1SingleEG35ORL1DoubleEG1510ORL1DoubleEG2210EtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG44HE10P1R9Id50b80eHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG44Iso50T80LCaloId24b40eHE10P1R9Id50b80eEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG44Iso50T80LCaloId24b40eHE10P1R9Id50b80eHcalIsoLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG44R9Id50b80eR9IdFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG44R9Id85HE10P1R9Id50b80eR9IdLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG44RId85ORIso50T80LCaloId24b40eANDHE10P1R9Id50b80eLegCombLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG45CaloIdVTClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG45CaloIdVTHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG45EtFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG50EtFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG50HEFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG50R9Id90HE10Iso40EBOnlyEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG50R9Id90HE10Iso40EBOnlyEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG50R9Id90HE10Iso40EBOnlyHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG50R9Id90HE10Iso40EBOnlyHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG50R9Id90HE10Iso40EBOnlyR9Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG50R9Id90HE10Iso40EBOnlyTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG50R9Id90HE10IsoMEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG50R9Id90HE10IsoMEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG50R9Id90HE10IsoMHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG50R9Id90HE10IsoMHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG50R9Id90HE10IsoMR9Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG50R9Id90HE10IsoMTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG75EtFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG75HEFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG75R9Id90HE10Iso40EBOnlyEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG75R9Id90HE10Iso40EBOnlyEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG75R9Id90HE10Iso40EBOnlyHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG75R9Id90HE10Iso40EBOnlyHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG75R9Id90HE10Iso40EBOnlyR9Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG75R9Id90HE10Iso40EBOnlyTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG75R9Id90HE10IsoMEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG75R9Id90HE10IsoMEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG75R9Id90HE10IsoMHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG75R9Id90HE10IsoMHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG75R9Id90HE10IsoMR9Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG75R9Id90HE10IsoMTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG85EtFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG85HEFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG8CaloIdLClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG8EtFilter"            ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG8HEFilter"            ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG90EtFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG90EtL1SingleEG40Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG90HEFilter"           ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG90L1SingleEG40HEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG90R9Id90HE10Iso40EBOnlyEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG90R9Id90HE10Iso40EBOnlyEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG90R9Id90HE10Iso40EBOnlyHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG90R9Id90HE10Iso40EBOnlyHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG90R9Id90HE10Iso40EBOnlyR9Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG90R9Id90HE10Iso40EBOnlyTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEG90R9Id90HE10IsoMEcalIsoFilter"   ""                "HLT"     
